cap_ave numeric,remove,ooo,money,free,our,char_$,char_!,class
2.411,1,1,1,1,1,2,1,spam
3.39,1,1,1,2,2,1,3,spam
1.974,2,2,1,2,2,2,1,spam
8.517,2,1,1,1,2,1,2,spam
4.476,2,1,1,1,1,1,2,spam
20,1,1,1,1,1,1,3,spam
1.2,1,1,1,2,2,1,1,spam
7.273,2,1,2,1,1,1,2,spam
5.833,1,1,1,2,2,1,3,spam
2.166,1,1,1,1,1,1,3,spam
3.95,1,2,1,1,1,2,2,spam
2.666,1,1,1,1,1,1,3,spam
1.348,1,1,1,1,2,1,2,spam
3.716,2,1,2,2,2,1,3,spam
1.901,2,2,1,1,1,1,1,spam
5.16,1,1,1,1,2,1,3,spam
7.484,2,2,1,2,2,2,2,spam
8.033,2,1,1,1,2,1,2,spam
4.066,1,1,1,1,1,2,3,spam
1.672,1,1,2,2,1,2,2,spam
5.322,1,2,1,1,2,2,1,spam
4.053,1,1,1,2,2,1,2,spam
3.414,1,2,1,1,2,2,2,spam
5.87,1,1,1,2,2,2,3,spam
5.086,1,1,2,1,1,2,1,spam
5.038,1,2,1,1,2,2,1,spam
19.234,1,2,2,1,2,1,3,spam
1.954,1,1,1,1,1,1,2,spam
1.8,1,1,1,1,1,2,3,spam
2.686,1,1,2,1,1,2,2,spam
2.686,1,1,2,1,1,2,2,spam
1.948,2,1,1,1,2,2,2,spam
2.104,2,2,1,1,2,1,1,spam
2.782,2,1,2,1,1,1,3,spam
9.25,2,1,1,2,1,1,2,spam
1.42,1,1,2,1,2,2,1,spam
2.571,1,1,2,1,2,2,1,spam
2.333,1,1,2,1,1,1,1,spam
1,2,1,1,1,1,1,3,spam
2.133,1,1,1,1,2,1,2,spam
3.979,1,1,2,1,2,1,3,spam
4.111,1,1,2,2,2,1,1,spam
1.752,2,1,2,2,2,2,1,spam
1.68,2,1,1,2,2,1,2,spam
2.35,2,1,1,2,1,1,2,spam
4.2,2,1,1,2,2,1,2,spam
6.652,2,1,2,2,1,2,3,spam
4.745,2,1,2,1,2,2,3,spam
6.652,2,1,2,2,1,2,3,spam
27.479,1,1,1,1,2,1,1,spam
2.438,2,1,2,2,2,2,1,spam
2.818,1,1,1,2,1,1,3,spam
9.827,1,2,2,1,2,2,2,spam
2.307,1,1,1,1,1,1,1,spam
2.466,2,1,1,2,2,2,1,spam
2.818,2,1,2,1,1,1,3,spam
2.678,2,2,2,1,1,2,3,spam
2.322,1,1,2,2,1,1,2,spam
3.771,1,2,1,1,2,1,2,spam
2.606,1,1,2,2,2,2,2,spam
2.307,1,1,1,1,1,1,1,spam
2.769,1,1,1,1,1,1,1,spam
2.692,1,1,1,1,1,1,1,spam
3.932,1,1,1,2,2,1,3,spam
4.225,1,1,2,2,2,2,2,spam
2.403,2,2,1,1,2,2,3,spam
3,1,1,2,2,1,2,3,spam
140,2,1,1,1,1,2,3,spam
5.25,2,1,1,1,1,1,3,spam
6.611,1,1,1,1,2,1,3,spam
5.938,2,1,1,1,2,1,2,spam
3.902,2,1,1,1,1,1,3,spam
5.415,2,1,1,1,2,1,3,spam
4.596,2,1,2,1,2,1,2,spam
1.661,1,1,1,2,2,1,1,spam
2.522,1,2,1,2,2,2,3,spam
3.173,2,1,2,1,2,2,3,spam
16.587,1,1,1,1,2,1,1,spam
1.456,1,1,1,1,1,1,1,spam
2.886,2,1,1,1,2,2,1,spam
4.829,2,2,2,1,2,2,3,spam
17.481,1,1,1,1,1,1,1,spam
26.405,2,2,1,1,2,2,2,spam
2.922,2,1,1,2,2,2,2,spam
3.8,1,2,1,2,1,2,2,spam
1.74,1,1,1,1,2,1,2,spam
8.523,2,2,1,1,2,2,2,spam
3.285,1,2,1,2,1,1,3,spam
1.968,1,1,1,2,2,1,1,spam
9.269,2,1,1,1,2,1,1,spam
1.728,2,1,1,1,2,1,1,spam
2,2,1,2,1,2,2,1,spam
4.754,2,1,2,1,2,2,3,spam
2.061,2,1,1,2,2,1,2,spam
11.066,1,1,1,1,2,1,1,spam
10.533,1,1,1,1,2,1,1,spam
2.787,2,1,2,1,2,1,2,spam
1.388,1,1,1,2,2,1,1,spam
2.632,2,2,1,2,2,2,1,spam
2.373,2,2,1,1,2,1,1,spam
8.323,2,2,1,1,2,2,2,spam
1.79,1,2,1,1,2,2,1,spam
1.98,2,2,1,1,2,2,1,spam
1.987,2,2,1,1,2,2,1,spam
3.816,1,2,1,1,2,1,2,spam
3.065,2,2,1,1,2,2,2,spam
2.153,1,1,1,1,2,1,1,spam
2.232,1,2,2,1,1,2,2,spam
3.429,2,1,2,1,2,1,2,spam
7.55,2,2,1,2,2,2,3,spam
443.666,1,1,1,1,2,2,3,spam
7.025,2,2,1,1,2,2,1,spam
443.333,1,1,1,1,2,2,3,spam
3.048,2,1,1,2,1,1,1,spam
8.476,2,1,1,2,1,1,3,spam
3.048,2,1,1,2,1,1,1,spam
9.705,1,2,2,1,2,2,3,spam
5.241,2,1,2,1,2,2,3,spam
1.688,2,1,2,2,2,2,1,spam
6.275,2,1,1,1,1,1,3,spam
1.8,2,1,1,1,1,1,1,spam
4.742,2,2,2,1,2,2,2,spam
105.8,1,1,1,1,2,2,3,spam
7.439,2,2,2,1,2,2,2,spam
4.066,1,1,1,1,1,2,3,spam
5.985,1,1,2,2,2,2,3,spam
3.337,2,1,1,2,2,2,3,spam
1,1,1,1,1,1,1,1,spam
57.23,1,1,1,2,2,2,3,spam
2.9,1,1,1,1,1,1,3,spam
11.685,2,2,1,2,2,1,3,spam
2.309,1,1,2,2,1,2,3,spam
4.5,1,1,2,1,1,2,1,spam
4.5,1,1,2,1,1,2,1,spam
1.434,2,1,1,1,1,2,3,spam
1.428,2,1,1,1,2,1,2,spam
2.847,1,1,2,2,2,2,2,spam
9.584,2,1,1,2,1,1,2,spam
2.888,2,1,1,2,1,1,3,spam
3.809,1,1,1,1,1,2,2,spam
7.983,2,1,1,1,2,1,2,spam
6.186,1,2,2,2,2,2,2,spam
2.75,2,1,1,2,1,1,3,spam
295,1,1,1,1,2,1,3,spam
2.588,1,1,1,1,2,1,1,spam
2.588,1,1,1,1,2,1,1,spam
5.403,2,1,2,2,2,1,2,spam
1.494,2,1,2,2,2,2,1,spam
7.497,2,2,1,2,2,2,3,spam
10.692,2,1,1,2,2,1,1,spam
10.692,2,1,1,2,2,1,1,spam
2.195,1,1,2,2,2,1,2,spam
8.271,1,1,1,1,1,1,2,spam
2.333,2,1,1,1,2,1,1,spam
11.735,1,1,1,2,2,2,3,spam
2.34,1,1,1,1,1,1,2,spam
11.066,1,1,1,1,2,1,2,spam
8.55,2,2,1,1,2,2,3,spam
12.904,1,1,1,2,1,2,3,spam
15.892,2,1,1,2,2,1,2,spam
15.892,2,1,1,2,2,1,2,spam
4.818,1,1,2,1,1,2,1,spam
5.918,2,2,1,1,2,2,3,spam
1.773,2,1,1,1,2,1,2,spam
1.792,2,1,1,1,2,1,2,spam
5.96,1,1,1,1,2,2,3,spam
2.794,1,1,1,2,2,2,3,spam
1.818,2,2,1,1,2,2,1,spam
5.582,1,1,1,1,1,1,3,spam
8.666,1,1,2,2,1,2,3,spam
2.9,1,1,1,1,1,1,3,spam
2.021,2,2,2,2,2,1,2,spam
19.482,2,1,1,1,2,1,2,spam
1.694,2,1,1,1,2,1,3,spam
4.818,1,1,2,1,1,2,1,spam
4.793,2,1,1,1,2,2,1,spam
2.086,1,1,1,1,2,1,3,spam
5.607,1,1,1,1,1,2,3,spam
5.781,1,1,2,1,2,2,3,spam
1.794,2,2,1,1,2,2,1,spam
1.515,2,1,2,2,2,2,1,spam
11.714,2,1,1,2,1,2,1,spam
7.4,1,1,2,2,2,2,2,spam
1.515,2,1,2,2,2,2,1,spam
3.282,2,2,2,1,1,2,2,spam
2.704,2,1,2,2,1,1,2,spam
29.125,2,1,1,1,1,2,2,spam
86.7,2,2,2,2,2,2,3,spam
2.622,1,1,1,2,2,2,3,spam
6.833,2,2,2,2,2,2,3,spam
2.2,1,1,1,2,1,1,3,spam
6.137,2,1,1,1,2,1,2,spam
1.738,1,1,2,2,2,2,1,spam
1.437,1,1,2,1,2,1,2,spam
6.723,2,2,2,2,1,2,2,spam
1.752,1,1,2,2,2,2,1,spam
2.336,1,2,2,2,2,2,1,spam
1.421,1,1,1,1,1,1,2,spam
2.062,2,1,2,2,2,1,2,spam
2.062,2,1,2,2,2,1,2,spam
7.478,2,2,2,2,1,2,3,spam
7.478,2,2,2,2,1,2,3,spam
104.666,2,1,1,1,2,1,3,spam
5.928,2,2,2,1,1,2,2,spam
5,2,1,1,1,2,1,3,spam
4.761,2,1,1,2,2,2,3,spam
5.598,1,1,2,2,2,2,3,spam
1.844,2,1,1,2,2,1,1,spam
5.809,1,1,1,2,2,1,2,spam
1.379,2,1,1,2,1,1,3,spam
2.349,2,2,1,1,1,2,3,spam
1.82,2,2,2,2,2,1,3,spam
6.166,2,1,2,1,2,2,3,spam
4.75,1,1,2,2,2,2,3,spam
5.105,2,1,1,2,2,2,3,spam
5.328,2,2,2,2,1,2,2,spam
1.377,1,1,1,1,2,1,3,spam
5.488,1,2,1,1,2,2,3,spam
2.689,2,1,1,1,1,1,2,spam
6.073,2,2,2,2,1,2,2,spam
1.392,1,1,1,1,2,1,3,spam
4.652,1,1,1,1,2,1,3,spam
2.039,1,1,1,1,2,1,1,spam
1.335,1,1,2,1,2,1,3,spam
4.42,2,2,2,2,2,1,3,spam
4.941,2,1,1,1,1,1,2,spam
2.413,1,2,1,1,2,2,3,spam
2.413,1,2,1,1,2,2,3,spam
2.413,1,2,1,1,2,2,3,spam
8.55,2,2,1,1,2,2,3,spam
6,1,1,1,1,2,1,3,spam
6.937,2,1,2,1,2,2,2,spam
2.366,1,2,1,1,2,2,2,spam
12.064,1,2,2,1,1,2,3,spam
3.925,2,1,1,2,2,1,1,spam
3.418,1,1,1,1,2,2,2,spam
14.283,1,2,2,1,1,2,3,spam
4.965,2,1,2,1,2,2,2,spam
5.838,1,1,1,1,2,2,3,spam
3.965,1,1,1,1,1,1,2,spam
3.625,1,2,2,2,2,2,2,spam
6.395,2,2,2,2,2,2,2,spam
7.205,2,1,1,2,1,2,3,spam
2.5,2,1,1,2,2,1,2,spam
3.706,1,1,1,1,2,1,3,spam
2.11,1,1,2,1,1,1,1,spam
2.484,1,1,2,2,2,2,1,spam
6.652,2,1,2,2,1,2,3,spam
4.111,1,1,2,2,2,1,1,spam
4.333,1,1,2,1,1,1,1,spam
7.233,1,1,1,1,2,2,2,spam
16.418,1,1,2,1,1,1,1,spam
3.705,1,2,2,2,2,2,2,spam
5.666,1,1,2,2,2,1,2,spam
6.718,1,1,1,1,2,1,1,spam
8.026,2,2,2,2,2,2,3,spam
7.484,2,2,1,2,2,2,3,spam
5.792,1,1,1,1,2,2,3,spam
4.166,1,2,1,2,2,1,1,spam
6.612,1,1,1,2,2,1,3,spam
4.833,1,2,1,2,1,1,3,spam
2.166,1,1,1,1,1,1,3,spam
2.036,2,1,1,2,1,1,1,spam
5.166,1,1,1,1,1,2,3,spam
13.82,2,1,1,2,2,1,2,spam
5.783,2,2,2,1,1,2,2,spam
1,1,1,1,2,1,1,3,spam
1.357,2,1,2,1,1,1,2,spam
4.259,2,1,1,1,1,1,1,spam
4.586,1,1,1,2,2,1,3,spam
3.192,1,2,2,2,2,2,1,spam
36.642,2,2,1,1,2,2,3,spam
9.781,1,1,1,2,2,2,3,spam
3.333,1,1,1,1,1,1,3,spam
6.11,1,2,2,2,2,2,2,spam
3.066,1,1,2,2,1,1,3,spam
8,1,1,1,2,1,1,3,spam
3.782,1,1,1,2,1,1,3,spam
1.727,1,1,1,1,2,2,1,spam
17.074,1,1,1,1,2,2,2,spam
2.666,1,2,2,2,1,2,3,spam
9.601,1,1,2,2,2,1,2,spam
3.629,1,1,2,1,2,2,2,spam
4.215,2,1,2,2,2,1,2,spam
4.022,1,1,1,2,2,1,3,spam
7.059,1,1,1,2,1,2,3,spam
2.934,2,1,1,1,2,1,1,spam
4.653,1,2,1,2,2,2,3,spam
5.228,2,2,1,2,2,2,3,spam
3.272,1,1,1,1,1,2,1,spam
9.727,1,1,1,2,1,2,3,spam
5.019,1,2,1,2,1,1,2,spam
6.266,1,1,1,2,1,2,2,spam
1.333,1,1,1,2,2,1,1,spam
1.25,1,1,2,2,2,1,3,spam
1.333,1,1,1,2,2,1,1,spam
4.049,2,2,1,1,2,1,1,spam
11.793,1,1,2,1,2,2,2,spam
5.114,1,1,2,1,2,1,3,spam
2.111,1,1,1,1,1,1,3,spam
7.666,1,1,1,2,1,1,1,spam
4.823,1,1,1,1,1,1,3,spam
5.225,1,1,1,1,1,1,1,spam
3.28,1,1,1,2,2,1,3,spam
3.361,2,1,1,2,2,2,1,spam
3.8,1,1,1,2,1,1,3,spam
6.725,2,2,1,2,2,2,2,spam
1.42,1,1,2,1,2,1,2,spam
5,1,1,2,2,1,1,3,spam
4.031,2,1,1,1,2,1,1,spam
4.512,1,1,2,2,1,2,2,spam
3.28,1,1,1,2,2,1,3,spam
2.591,1,1,1,1,1,1,3,spam
2.073,1,1,1,1,2,1,1,spam
2.101,1,1,1,2,2,1,1,spam
1.938,1,1,1,1,1,1,1,spam
2.666,1,2,2,2,1,2,3,spam
8,1,1,1,2,1,1,3,spam
10.877,1,1,1,1,2,2,3,spam
2.376,1,1,1,1,2,1,1,spam
4.195,2,1,2,1,2,2,3,spam
3.697,1,2,2,2,1,2,3,spam
1.275,1,1,1,1,1,1,1,spam
4.391,1,1,1,2,2,2,3,spam
9.1,1,1,2,2,2,2,3,spam
1.216,1,1,1,1,1,1,1,spam
4.319,1,1,2,2,2,1,3,spam
8.016,2,2,2,1,2,2,2,spam
4.493,2,2,2,1,2,2,2,spam
2.446,2,2,1,1,2,2,3,spam
1.861,1,1,1,2,2,1,2,spam
4.971,2,1,1,2,2,1,1,spam
2.675,1,1,1,1,1,1,1,spam
3.23,1,1,1,1,1,1,1,spam
2.468,1,1,2,2,2,1,3,spam
2.333,1,1,1,1,2,1,2,spam
3.275,1,1,1,2,2,1,3,spam
5.944,1,1,1,1,2,2,3,spam
6.641,1,2,2,2,2,2,2,spam
2.166,2,1,1,1,2,1,1,spam
2.055,1,1,1,1,2,1,3,spam
5.145,2,1,2,1,2,1,1,spam
3.591,2,1,2,2,2,2,2,spam
4.123,1,2,2,1,2,2,3,spam
2.5,1,1,1,2,1,2,2,spam
2.687,1,1,1,2,1,2,2,spam
2.3,1,2,1,2,2,2,3,spam
6.588,2,1,1,1,2,2,1,spam
1.083,1,1,1,1,2,1,2,spam
7.836,1,1,1,1,2,2,3,spam
2.157,1,2,1,2,1,2,3,spam
5.635,2,1,1,2,2,1,1,spam
4,2,1,1,2,2,1,1,spam
4.157,1,1,1,1,1,1,3,spam
2.973,2,1,1,1,2,1,3,spam
3.025,2,1,1,2,2,1,3,spam
4.32,2,1,2,1,2,2,3,spam
2.157,1,2,1,2,1,2,3,spam
1.227,2,1,1,1,1,1,1,spam
4.909,2,1,1,1,1,1,1,spam
239.571,1,1,1,1,1,2,3,spam
3.186,2,1,2,1,2,2,3,spam
1.946,2,1,1,2,2,1,1,spam
3.211,2,1,2,2,2,2,1,spam
6.142,2,2,2,2,2,2,2,spam
2.162,2,1,1,1,2,1,2,spam
5.21,1,1,1,2,1,1,3,spam
1.94,2,1,2,2,2,1,2,spam
1.333,1,1,1,1,1,1,1,spam
8.08,2,1,2,2,2,2,3,spam
4.685,2,2,2,2,1,2,3,spam
3.621,1,1,1,1,2,1,3,spam
2.409,1,2,1,2,1,2,3,spam
2,2,1,1,1,1,1,2,spam
6.268,2,1,1,2,2,1,2,spam
44.72,2,1,2,2,2,2,2,spam
2.256,1,1,2,2,2,1,3,spam
3.761,1,1,1,1,1,2,2,spam
2.232,1,2,2,1,1,2,2,spam
8.55,2,2,1,1,2,2,3,spam
2.6,1,1,1,2,1,1,1,spam
2.74,2,2,2,1,1,2,3,spam
4.391,2,1,1,1,2,1,1,spam
3.446,1,1,1,2,1,1,3,spam
3.482,1,1,1,1,1,1,1,emai
3.571,1,1,1,1,1,1,1,emai
1.75,1,1,1,1,1,1,2,emai
2.324,1,1,1,1,1,1,1,emai
2.38,1,1,1,1,1,1,1,emai
2,1,1,1,1,1,1,3,emai
2.215,1,1,1,1,2,1,1,emai
1.873,1,1,2,2,2,1,1,emai
1,1,1,1,1,1,1,1,emai
1.909,1,1,1,1,1,1,1,emai
1.689,1,1,1,1,1,1,2,emai
1.437,1,1,1,1,1,1,1,emai
3.125,1,1,1,1,1,1,1,emai
2.848,1,1,1,1,1,1,1,emai
3.195,1,1,1,1,1,1,1,emai
1.952,1,1,1,1,1,1,1,emai
5.5,1,1,1,1,1,1,1,emai
1.571,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,3,emai
1.187,1,1,1,1,1,1,3,emai
2,1,1,1,1,1,1,1,emai
4.771,1,1,1,1,2,1,1,emai
1.212,1,1,1,1,2,1,1,emai
1.6,1,1,1,1,1,1,1,emai
2.924,1,1,1,1,2,1,1,emai
1.705,1,1,1,1,2,1,1,emai
2.448,1,1,1,1,1,1,1,emai
1.958,1,1,1,1,1,1,1,emai
2.721,1,1,1,1,1,1,1,emai
1.696,1,1,1,1,2,1,1,emai
5.5,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
5.5,1,1,1,1,1,1,1,emai
1.062,1,1,1,1,2,1,1,emai
1.666,1,1,1,1,1,1,1,emai
1.89,1,1,1,1,1,1,1,emai
5.5,1,1,1,1,1,1,1,emai
2.593,1,1,1,2,1,1,1,emai
2.145,1,1,1,1,1,1,1,emai
2.239,1,1,1,1,1,1,1,emai
1.945,1,1,2,1,1,2,2,emai
2.058,1,1,1,1,1,1,1,emai
2.533,1,1,1,1,1,1,1,emai
7.588,1,1,1,1,1,2,2,emai
3.414,1,1,1,1,1,1,1,emai
2.925,1,1,1,1,1,1,2,emai
2.887,1,1,1,1,2,1,1,emai
2.307,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
2.285,1,1,1,1,1,1,3,emai
18,1,1,1,1,1,1,1,emai
2.165,1,1,1,1,2,1,1,emai
2.95,1,1,1,1,1,1,1,emai
1.533,1,1,1,1,1,1,2,emai
1.5,1,1,1,1,1,1,1,emai
8.125,1,1,1,1,1,1,1,emai
5.375,1,1,1,1,2,1,2,emai
7,1,1,1,1,1,1,1,emai
1.23,1,1,1,1,1,1,2,emai
2.562,1,1,2,1,1,2,1,emai
1.2,1,1,1,1,1,1,1,emai
1.125,1,1,1,1,1,1,1,emai
3.016,1,1,1,1,1,2,1,emai
1.166,1,1,1,1,2,1,1,emai
1.554,1,1,1,1,1,1,1,emai
2,1,1,1,1,1,1,1,emai
1.535,1,1,1,1,1,1,2,emai
3.338,1,1,1,1,2,1,2,emai
1.666,1,1,1,1,1,1,1,emai
1.25,1,1,1,1,1,1,1,emai
1.673,1,1,1,1,2,1,1,emai
1.857,1,1,1,1,1,1,2,emai
25.812,1,1,1,1,1,2,1,emai
3.28,1,1,1,1,1,1,1,emai
1.25,1,1,1,1,2,1,1,emai
4.295,1,1,1,1,1,1,1,emai
2.1,1,1,1,1,1,1,2,emai
2.725,1,1,1,1,1,1,1,emai
1.181,1,1,1,1,1,1,1,emai
1.428,1,1,1,1,1,1,1,emai
4.268,1,1,1,1,1,1,1,emai
2.87,1,1,1,1,1,1,1,emai
2.2,1,1,1,1,1,1,2,emai
1.75,1,1,1,1,1,1,2,emai
1.733,1,1,1,1,1,1,1,emai
1.87,1,1,1,1,2,1,1,emai
1.465,1,1,1,1,1,1,1,emai
1.461,1,1,1,1,2,1,3,emai
2.108,1,1,1,1,2,1,1,emai
1.1,1,1,1,2,1,1,1,emai
1.392,1,1,1,1,1,1,1,emai
2.604,2,1,1,1,2,1,1,emai
2.222,1,1,1,1,2,1,1,emai
3.714,1,1,1,1,1,1,1,emai
1.583,1,1,1,1,1,1,1,emai
2.43,1,1,1,1,2,1,1,emai
4.333,1,1,1,1,1,1,1,emai
1.066,1,1,1,1,1,1,3,emai
9.876,1,1,1,1,2,2,1,emai
1.75,1,1,1,1,1,1,1,emai
3.714,1,1,1,1,1,1,2,emai
2.222,1,1,1,1,2,1,1,emai
1,1,1,1,1,1,1,1,emai
1.607,1,1,1,1,1,1,1,emai
1.545,1,1,1,1,1,1,1,emai
5.515,1,1,1,1,1,1,2,emai
2.62,1,1,1,2,2,2,1,emai
1.25,1,1,1,1,1,1,1,emai
1.263,1,1,1,1,2,1,1,emai
2.318,1,1,1,1,1,1,1,emai
5.357,1,1,1,1,1,1,1,emai
1.268,1,1,1,1,1,1,1,emai
2.394,1,1,1,1,2,1,1,emai
2.121,1,1,1,1,1,1,2,emai
2.776,1,1,1,1,2,1,1,emai
1.342,1,1,1,1,2,1,2,emai
1.666,1,1,1,1,1,1,1,emai
1.222,1,1,1,1,1,1,1,emai
3.086,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1.75,1,1,1,1,1,1,1,emai
1.333,1,1,1,1,1,1,1,emai
1.897,1,1,1,1,1,1,1,emai
1.56,1,1,1,1,1,1,1,emai
1.222,1,1,1,1,1,1,1,emai
1.35,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
2.319,1,1,1,1,1,1,1,emai
1.411,1,1,1,1,2,1,2,emai
1.285,1,1,1,1,1,1,1,emai
2.688,1,1,1,1,1,1,2,emai
1,1,1,1,1,1,1,1,emai
11.687,1,1,1,1,1,1,1,emai
2.351,1,1,1,1,2,1,1,emai
2.421,1,1,1,1,1,1,1,emai
2.2,1,1,1,1,1,1,1,emai
2.59,1,1,1,1,1,1,1,emai
2.434,1,1,1,1,1,1,2,emai
1.962,1,1,1,1,1,1,2,emai
3,1,1,1,1,1,1,2,emai
2.333,1,1,1,2,1,1,1,emai
3.782,1,1,1,1,1,1,3,emai
2.574,2,1,1,1,2,2,1,emai
3.455,1,1,1,1,2,1,1,emai
2.95,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
6.894,1,1,1,1,1,1,1,emai
2.016,1,1,1,2,2,1,1,emai
1.89,1,1,1,1,1,2,1,emai
4.438,1,1,1,1,1,1,1,emai
1.3,1,1,1,1,1,1,1,emai
2.35,1,1,1,1,2,1,1,emai
3.628,1,1,1,1,1,1,1,emai
4.026,1,1,1,1,1,1,2,emai
1.341,1,1,1,1,1,1,2,emai
2.414,1,1,1,1,2,1,1,emai
3.682,1,1,1,1,1,1,1,emai
2.36,1,1,1,1,1,1,1,emai
2.555,1,1,1,1,1,2,1,emai
2.667,1,1,1,1,1,1,1,emai
1.578,1,1,1,1,2,1,1,emai
4.23,1,1,1,1,1,1,1,emai
2.816,1,1,1,1,1,1,1,emai
1.533,1,1,1,1,1,1,1,emai
2.829,1,1,1,1,1,1,1,emai
5.61,2,1,1,1,1,1,1,emai
1.409,1,1,1,1,1,1,1,emai
1.827,1,1,1,1,1,1,1,emai
2.432,1,1,1,1,1,1,1,emai
2.454,1,1,1,1,1,1,2,emai
1,1,1,1,1,1,1,3,emai
1.955,1,1,1,1,2,1,1,emai
1.375,1,1,1,1,2,1,1,emai
2.068,1,1,1,1,2,1,1,emai
2.319,1,1,1,1,1,1,1,emai
3.16,1,1,2,1,2,1,2,emai
1.529,1,1,1,1,2,1,1,emai
2.285,1,1,1,1,2,2,2,emai
2.777,1,1,1,1,1,1,1,emai
1.567,1,1,1,1,1,1,1,emai
1.6,1,1,1,1,1,1,2,emai
2.454,1,1,1,1,1,1,3,emai
2.31,1,1,1,1,1,1,2,emai
1.969,1,1,1,1,2,1,1,emai
2.409,1,1,1,1,1,1,1,emai
2,1,1,1,1,1,1,2,emai
2.024,1,1,1,1,1,1,1,emai
3.178,1,1,1,1,1,1,1,emai
1.085,1,1,1,1,2,1,1,emai
1.888,1,1,1,1,1,1,1,emai
4,1,1,1,1,1,1,1,emai
4.666,1,1,1,1,2,1,2,emai
2.35,1,1,1,1,2,1,1,emai
3.472,1,1,1,1,1,1,1,emai
4.393,1,1,1,1,1,1,1,emai
2.166,1,1,1,1,1,1,2,emai
1.125,1,1,1,1,1,1,1,emai
2.125,1,1,1,1,1,1,1,emai
3.574,1,1,1,1,1,1,1,emai
1.09,1,1,1,1,1,1,1,emai
1.777,1,1,1,1,1,1,1,emai
3.995,1,1,1,1,1,1,1,emai
2.409,1,1,1,1,1,1,1,emai
1.38,1,1,1,1,1,1,2,emai
2.292,1,1,1,1,1,1,1,emai
18,1,1,1,1,1,1,1,emai
5.052,2,1,2,2,2,2,3,emai
3.787,1,1,1,1,1,1,1,emai
1.461,1,1,1,1,1,1,1,emai
1.3,1,1,1,1,1,1,1,emai
1.285,1,1,1,1,1,1,1,emai
2.297,1,1,1,1,1,1,1,emai
5.888,1,1,1,1,1,1,1,emai
1.375,1,1,1,1,1,1,1,emai
2.016,1,1,1,2,2,1,1,emai
1.3,1,1,1,1,1,1,1,emai
1.75,1,1,1,1,1,1,1,emai
4.06,1,1,1,1,1,1,1,emai
1.894,1,1,1,1,2,1,2,emai
1.731,1,1,1,1,2,1,1,emai
2.325,1,1,1,1,1,1,1,emai
4.037,1,1,1,1,1,1,1,emai
1.848,1,1,1,1,2,1,1,emai
4.166,1,1,1,1,1,1,1,emai
4.791,1,1,1,1,1,1,1,emai
13.562,1,1,1,1,2,2,1,emai
1.615,1,1,1,1,1,1,1,emai
4.8,1,1,1,1,1,1,1,emai
2.173,1,1,1,1,1,1,1,emai
1.962,1,1,1,1,2,1,1,emai
1.798,1,1,1,1,2,1,1,emai
1.794,1,1,1,1,1,1,1,emai
3.74,1,1,1,1,1,1,1,emai
1.068,1,1,1,1,2,1,1,emai
2.187,1,1,1,1,1,1,1,emai
4.36,1,1,1,1,1,1,1,emai
2.367,1,1,1,1,1,1,1,emai
1.6,1,1,1,1,1,1,1,emai
1.918,1,1,1,1,1,1,1,emai
3.541,1,1,1,1,1,1,2,emai
1.645,1,1,1,1,1,1,2,emai
1.226,1,1,1,2,1,1,1,emai
2,1,1,1,1,2,1,1,emai
5.111,1,1,1,1,1,1,1,emai
1.506,1,1,1,1,1,1,1,emai
1.15,1,1,1,1,1,1,1,emai
2.925,1,1,1,1,1,1,1,emai
1.84,1,1,1,1,1,1,1,emai
3.333,1,1,1,1,1,1,1,emai
3.425,1,1,2,2,2,2,2,emai
2.166,1,1,1,1,1,1,1,emai
1.863,1,1,1,1,1,1,2,emai
1.83,1,1,1,1,1,1,1,emai
1.679,1,1,1,1,2,1,1,emai
1.679,1,1,1,1,2,1,1,emai
2.735,1,1,1,1,2,1,1,emai
1.875,1,1,1,1,1,1,3,emai
1.8,1,1,1,1,1,1,1,emai
2.121,1,2,1,1,2,1,1,emai
1.502,1,1,1,1,2,1,1,emai
2,1,1,1,1,1,1,1,emai
2.714,1,1,1,1,1,1,2,emai
2.875,1,1,1,1,1,1,1,emai
2.79,1,1,1,1,1,1,1,emai
2.056,1,1,1,1,2,1,1,emai
1.25,1,1,1,1,1,1,1,emai
1.1,1,1,1,1,2,1,1,emai
2.076,1,1,1,1,1,1,1,emai
1.904,1,1,1,1,1,1,1,emai
2.201,1,1,1,1,1,1,1,emai
1.166,1,1,1,1,2,1,1,emai
1.813,1,1,1,1,2,1,1,emai
3.27,1,1,1,2,1,1,1,emai
1.727,1,1,1,1,1,1,1,emai
1.923,1,1,1,1,2,1,2,emai
1,1,1,1,1,1,1,1,emai
1.363,1,1,1,1,2,1,2,emai
1.647,1,1,1,2,1,1,1,emai
1.727,1,1,1,2,1,1,1,emai
1.333,1,1,1,1,1,1,1,emai
1.666,1,1,1,2,1,1,1,emai
2.235,1,1,1,1,1,1,1,emai
5.25,1,1,1,1,1,1,2,emai
